"플레이스보고서(2025.06.01.~2025.06.30.),daonaa:naver"
"캠페인유형",캠페인,광고그룹유형,PC/모바일 매체,검색어,노출수,클릭수,"평균클릭비용(VAT포함,원)","총비용(VAT포함,원)",평균노출순위
"파워링크",파워링크#2,파워링크,모바일,경산신대,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,경산신대1리,4,0,0,0,1.3
"파워링크",파워링크#2,파워링크,모바일,경산신대리아파트전세,2,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,경산신대리원룸,2,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,경산신대리원룸전세,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,경산신대리전세,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,경산신대리투룸,2,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,경산신축원룸,3,0,0,0,3.7
"파워링크",파워링크#2,파워링크,모바일,경산신축투룸,4,0,0,0,3.5
"파워링크",파워링크#2,파워링크,모바일,경산쓰리룸,22,0,0,0,3.3
"파워링크",파워링크#2,파워링크,모바일,경산쓰리룸LH,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,경산쓰리룸거실,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,경산쓰리룸전세,4,0,0,0,2.8
"파워링크",파워링크#2,파워링크,모바일,경산아파트15평전세,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,경산아파트16평전세,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,경산아파트17평전세,2,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,경산엘에이치전세,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,경산영남대신축투룸,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,경산영남대아파트,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,경산영남대원룸매매,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,경산영남대전세,2,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,경산영남대투룸,1,0,0,0,4
"파워링크",파워링크#2,파워링크,모바일,경산영대쓰리룸,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,경산영대전세,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,경산영대주인세대,1,1,77,77,1
"파워링크",파워링크#2,파워링크,모바일,경산영대코아루,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,경산영대탑부동산,2,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,경산영대투룸,3,0,0,0,4
"파워링크",파워링크#2,파워링크,모바일,경산영대풀옵션원룸,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,경산옥산동원룸,1,0,0,0,4
"파워링크",파워링크#2,파워링크,모바일,경산옥상원룸,2,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,경산원룸,9,0,0,0,9.1
"파워링크",파워링크#2,파워링크,모바일,경산원룸200/30,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,경산원룸25,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,경산원룸단기부동산,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,경산원룸매매,92,0,0,0,2.3
"파워링크",파워링크#2,파워링크,모바일,경산원룸빌딩,2,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,경산원룸시세,3,0,0,0,3.7
"파워링크",파워링크#2,파워링크,모바일,경산원룸전기세,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,경산원룸전세,12,0,0,0,1.6
"파워링크",파워링크#2,파워링크,모바일,경산원룸주인세대,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,경산원룸추천,3,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,경산임당원룸,2,0,0,0,3.5
"파워링크",파워링크#2,파워링크,모바일,경산조영동신축원룸,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,경산조영동원룸,2,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,경산조영동청년부동산원룸,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,경산조영동투룸,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,경산주인세대원룸,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,경산진량원룸,2,0,0,0,4
"파워링크",파워링크#2,파워링크,모바일,경산청춘부동산주인세대,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,경산코아루부동산,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,경산투룸LH,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,경산투룸매매,1,0,0,0,4
"파워링크",파워링크#2,파워링크,모바일,경산투룸전세,7,0,0,0,2.9
"파워링크",파워링크#2,파워링크,모바일,경산투룸전세원룸,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,고시텔부동산,1,0,0,0,4
"파워링크",파워링크#2,파워링크,모바일,고시텔원룸반전세,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,대구LH전세원룸,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,대구경산영대임당원룸,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,대구대신축원룸,5,0,0,0,3.8
"파워링크",파워링크#2,파워링크,모바일,대구대쓰리룸,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,대구대앞원룸,3,0,0,0,4
"파워링크",파워링크#2,파워링크,모바일,대구대원룸남향,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,대구대원룸시티원룸,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,대구대원룸전기세,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,대구대원룸전세,1,0,0,0,4
"파워링크",파워링크#2,파워링크,모바일,둘이서지내기편한원룸크기,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,미니투룸경산시,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,베란다영남대,7,0,0,0,1.7
"파워링크",파워링크#2,파워링크,모바일,신대동원룸,1,0,0,0,4
"파워링크",파워링크#2,파워링크,모바일,신대리부동산,5,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,신대원룸,7,0,0,0,3.4
"파워링크",파워링크#2,파워링크,모바일,신대원룸매매,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,신대원룸매매가,2,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,신축원룸전기세,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,신축원룸전기요금,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,신축원룸책상,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,여기부동산,22,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,열고부동산,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,영남대.청춘부동산,1,1,77,77,3
"파워링크",파워링크#2,파워링크,모바일,영남대.투룸,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,영남대LH원룸,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영남대LH월세,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영남대LH전세,2,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영남대고시텔,15,0,0,0,1.1
"파워링크",파워링크#2,파워링크,모바일,영남대단기원룸,3,0,0,0,3.7
"파워링크",파워링크#2,파워링크,모바일,영남대대동원룸,3,0,0,0,3.3
"파워링크",파워링크#2,파워링크,모바일,영남대룸,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,영남대미니투룸,1,0,0,0,4
"파워링크",파워링크#2,파워링크,모바일,영남대미대원룸,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,영남대베란다,3,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영남대부근부동산,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대부동산,3,1,77,77,7.7
"파워링크",파워링크#2,파워링크,모바일,영남대부동산114,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대부동산원,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대부동산최고위과정,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대신축,4,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,영남대신축원룸,2,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,영남대앞부동산,3,0,0,0,1.7
"파워링크",파워링크#2,파워링크,모바일,영남대앞신축원룸,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대앞원룸,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대역세권원룸,3,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대원룸,2,0,0,0,7
"파워링크",파워링크#2,파워링크,모바일,영남대원룸건물,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대원룸건물매매,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영남대원룸구하기,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,영남대원룸단기,6,1,77,77,2
"파워링크",파워링크#2,파워링크,모바일,영남대원룸복층,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영남대원룸부동산,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대원룸신축,10,1,77,77,2
"파워링크",파워링크#2,파워링크,모바일,영남대원룸전세,5,0,0,0,2.8
"파워링크",파워링크#2,파워링크,모바일,영남대원룸조영동,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대원룸촌,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대원룸친절한부동산,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대인근원룸,2,0,0,0,2.5
"파워링크",파워링크#2,파워링크,모바일,영남대인근원룸전문공인중개사,2,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대일등부동산,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대정문투룸,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대조영동원룸임대,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대조영동인근원룸임대,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대조영동투룸,2,1,77,77,3
"파워링크",파워링크#2,파워링크,모바일,영남대주위부동산원룸투룸,1,1,77,77,2
"파워링크",파워링크#2,파워링크,모바일,영남대주위부동산투룸,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,영남대주택,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,영남대청춘,24,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영남대청춘부동산,7,1,99,99,3.1
"파워링크",파워링크#2,파워링크,모바일,영남대청춘양식당,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영남대코아루,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,영남대코아루아파트전세,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영남대키움부동산,2,0,0,0,2.5
"파워링크",파워링크#2,파워링크,모바일,영남대투룸경산,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대투룸인터넷,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영남대푸르지오원룸,2,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,영남대하늘채원룸,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영남대학교고시텔,5,1,77,77,1
"파워링크",파워링크#2,파워링크,모바일,영남대학교대동원룸,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대학교원룸전세,1,0,0,0,4
"파워링크",파워링크#2,파워링크,모바일,영남대학교조영동원룸,3,1,77,77,3
"파워링크",파워링크#2,파워링크,모바일,영남대학교조영동인근원룸,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남대학교청춘,3,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영남대학교청춘부동산,2,1,110,110,2.5
"파워링크",파워링크#2,파워링크,모바일,영남대학교투룸,5,0,0,0,3.4
"파워링크",파워링크#2,파워링크,모바일,영남대한마음부동산,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영남청춘부동산,1,1,77,77,2
"파워링크",파워링크#2,파워링크,모바일,영대고시텔,2,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영대단기원룸,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영대대동,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영대대동부동산,2,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,영대대동원룸,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,영대복층,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영대복층원룸,1,0,0,0,4
"파워링크",파워링크#2,파워링크,모바일,영대신축원룸,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영대앞원룸,3,1,77,77,2
"파워링크",파워링크#2,파워링크,모바일,영대앞원룸단기,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영대앞원룸매매,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영대에나부동산,4,0,0,0,2.3
"파워링크",파워링크#2,파워링크,모바일,영대에나부동산위치,6,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영대원룸,1,0,0,0,4
"파워링크",파워링크#2,파워링크,모바일,영대원룸건물,2,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영대원룸단기,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,영대원룸매매,10,0,0,0,2.8
"파워링크",파워링크#2,파워링크,모바일,영대원룸몇세대,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,영대원룸전세,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영대인근부동산,2,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,영대전세,1,0,0,0,4
"파워링크",파워링크#2,파워링크,모바일,영대전세원룸,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,원룸물세전기세,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,원룸에2명살아도되나요,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,원룸에두명살면,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,원룸에주인이살아도되나,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,원룸영남대매매,2,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,원룸은관리비별도로내나요,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,원룸이랑투룸전기세,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,원룸전기세많이나오면,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,원룸전기세안나옴,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,원룸전세바닥,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,원룸주인세대,2,0,0,0,3.5
"파워링크",파워링크#2,파워링크,모바일,원룸주인세대살기,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,원룸주인세대전세,3,0,0,0,2.3
"파워링크",파워링크#2,파워링크,모바일,원룸주인세대중문,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,원룸주인평수,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,원룸크기큰평수,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,원룸투룸전기세,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,원룸투룸전기요금,2,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,임당동원룸,6,0,0,0,2.8
"파워링크",파워링크#2,파워링크,모바일,작은원룸책상티비,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,전세원룸전기세,1,0,0,0,3
"파워링크",파워링크#2,파워링크,모바일,조영동부동산,7,0,0,0,1.3
"파워링크",파워링크#2,파워링크,모바일,조영동원룸,20,0,0,0,3.1
"파워링크",파워링크#2,파워링크,모바일,조영동원룸투룸,2,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,청춘공간경산,1,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,청춘부동산경산,5,0,0,0,2.4
"파워링크",파워링크#2,파워링크,모바일,청춘부동산블로그,1,0,0,0,2
"파워링크",파워링크#2,파워링크,모바일,청춘부동산영남대,5,2,77,154,3
"파워링크",파워링크#2,파워링크,모바일,청춘부동산원룸,2,1,77,77,3
"파워링크",파워링크#2,파워링크,모바일,청춘양식당영남대,2,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,청춘영남대,6,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,청춘영남대점,2,0,0,0,1.5
"파워링크",파워링크#2,파워링크,모바일,청춘영대,6,0,0,0,1
"파워링크",파워링크#2,파워링크,모바일,청춘원룸,3,0,0,0,1.3
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,PC,-,19,0,0,0,1.9
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,PC,경산공인중개사,32,1,"1,661","1,661",2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,PC,경산부동산,329,3,"1,470","4,411",2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,PC,경산시부동산,33,0,0,0,2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,PC,공인중개사무소,1,0,0,0,2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,PC,공인중개사사무소,3,0,0,0,2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,PC,영남대공인중개사,3,0,0,0,2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,PC,영남대근처부동산,1,0,0,0,2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,PC,영남대부동산,296,1,"1,661","1,661",2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,PC,영남대학교부동산,6,0,0,0,2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,PC,영대부동산,562,54,"1,609","86,867",2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,PC,영풍부동산,5,0,0,0,2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,PC,조영동부동산,13,1,77,77,1
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,-,20,1,"1,045","1,045",2.1
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,LG부동산,1,0,0,0,8
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,경산공인중개사,68,5,"1,566","7,832",1.9
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,경산부동산,108,2,"1,645","3,289",2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,경산시부동산,19,0,0,0,2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,경상북도경산시부동산,236,0,0,0,2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,공인중개사무소,2,0,0,0,2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,공인중개사사무소,6,1,"1,639","1,639",2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,근처부동산,22,1,"1,661","1,661",1.5
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,내근처부동산,1,0,0,0,2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,시지부동산,1,0,0,0,2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,영남대공인중개사,15,0,0,0,2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,영남대근처부동산,6,1,"1,100","1,100",2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,영남대부동산,264,9,"1,531","13,783",2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,영남대학교부동산,14,1,"1,661","1,661",1.9
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,영대부동산,143,36,"1,559","56,111",2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,영풍부동산,28,0,0,0,1.9
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,정공인중개사,2,0,0,0,2
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,조영동부동산,7,5,77,385,1
"플레이스",청춘 부동산 - 플레이스#1,플레이스-플레이스검색,모바일,파라곤부동산,1,0,0,0,2
